[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Jumbo%20200.jpg → 200 (17ms, 26057B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Toalla%20Intercalada%2020x23.jpg → 200 (17ms, 4271B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Servilleta%20de%20Bocadillo.jpg → 200 (17ms, 22788B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Rollo%20Cocina%20200%20Hojas.webp → 200 (17ms, 11721B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Servilleta%20de%20Mesa%2030x29%2C5.webp → 200 (42ms, 41731B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/servilletaa.jpg → 200 (43ms, 6970B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Pepel%20Higenico%20Doble%20Hoja.jpg → 200 (43ms, 13745B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Papel%20Higenico%20Jumbo%20500.png → 200 (44ms, 473639B)
[2026-07-01T00:01:55.293Z] GET https://cdn.jsdelivr.net/npm/motion@latest/dist/motion.js → 200 (7ms, -1065B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/script.js → 200 (52ms, 21253B)
